date,state,district,pincode,total_enrolment,total_demo_updates,total_bio_updates,total_activity,enrolment_to_update_ratio,performance_score
2025-06-01,Madhya Pradesh,Katni,483775,293.0,0.0,1088.0,1381.0,0.2693014705882353,7.686168479840936
2025-06-01,Madhya Pradesh,Khargone,451332,526.0,0.0,2882.0,3408.0,0.1825121443442054,16.574847568115487
2025-06-01,Madhya Pradesh,Morena,476001,1104.0,0.0,4836.0,5940.0,0.228287841191067,31.16249772762249
2025-06-01,Madhya Pradesh,Morena,476221,889.0,0.0,2743.0,3632.0,0.32409770324462267,21.65239734531647
2025-06-01,Madhya Pradesh,Morena,476444,276.0,0.0,1064.0,1340.0,0.2593984962406015,7.357174017138416
2025-06-01,Madhya Pradesh,Sagar,470227,201.0,826.0,2286.0,3313.0,0.06458868894601542,11.82536708809314
2025-06-01,Madhya Pradesh,Sheopur,476337,809.0,2274.0,3498.0,6581.0,0.14015939015939016,28.067641807504916
2025-06-01,Madhya Pradesh,Sheopur,476337,809.0,2274.0,3498.0,6581.0,0.14015939015939016,28.067641807504916
2025-06-01,Madhya Pradesh,Shivpuri,473551,783.0,0.0,5781.0,6564.0,0.13544369486248053,29.129895554037443
2025-06-01,Maharashtra,Amravati,444601,368.0,1003.0,2694.0,4065.0,0.09954016770354342,15.99001546014282
2025-06-01,Maharashtra,Amravati,444601,368.0,1003.0,2694.0,4065.0,0.09954016770354342,15.99001546014282
2025-06-01,Maharashtra,Beed,431122,730.0,2636.0,4281.0,7647.0,0.10553708255023854,30.0674944450653
2025-06-01,Maharashtra,Beed,431123,269.0,0.0,1953.0,2222.0,0.13773681515617,9.908746596616968
2025-06-01,Maharashtra,Buldhana,443001,368.0,0.0,1414.0,1782.0,0.26025459688826025,9.795615227893196
2025-06-01,Maharashtra,Chandrapur,442401,232.0,912.0,2364.0,3508.0,0.07081807081807082,12.730683869211013
2025-06-01,Maharashtra,Dhule,424304,298.0,0.0,2369.0,2667.0,0.12579147319544112,11.591140738693975
2025-06-01,Maharashtra,Dhule,424305,124.0,0.0,1041.0,1165.0,0.11911623439000961,4.988293710011928
2025-06-01,Maharashtra,Dhule,424306,325.0,0.0,2120.0,2445.0,0.15330188679245282,11.255376782102344
2025-06-01,Maharashtra,Dhule,425405,544.0,0.0,2629.0,3173.0,0.20692278432864206,16.09093468152741
2025-06-01,Maharashtra,Dhule,425408,197.0,0.0,763.0,960.0,0.2581913499344692,5.261930464918308
2025-06-01,Maharashtra,Hingoli,431712,337.0,0.0,0.0,337.0,,5.099621689785624
2025-06-01,Maharashtra,Latur,413517,545.0,0.0,3448.0,3993.0,0.15806264501160092,18.554314605235838
2025-06-01,Maharashtra,Nanded,431704,181.0,0.0,1139.0,1320.0,0.15891132572431957,6.143793692907251
2025-06-01,Maharashtra,Nanded,431715,403.0,0.0,3556.0,3959.0,0.11332958380202475,16.7283584137528
2025-06-01,Maharashtra,Palghar,401209,514.0,0.0,1728.0,2242.0,0.2974537037037037,12.943591226309199
2025-06-01,Maharashtra,Pune,411014,236.0,0.0,1388.0,1624.0,0.17002881844380405,7.720415152651467
2025-06-01,Maharashtra,Sangli,416410,356.0,0.0,2015.0,2371.0,0.17667493796526054,11.41060356137276
2025-06-01,Maharashtra,Satara,415523,201.0,0.0,1334.0,1535.0,0.15067466266866567,7.029357939439643
2025-06-01,Maharashtra,Thane,400604,237.0,0.0,1891.0,2128.0,0.1253305129561079,9.239172103487912
2025-06-01,Maharashtra,Thane,400612,890.0,4189.0,4123.0,9202.0,0.10707410972088546,35.68299564736201
2025-06-01,Maharashtra,Thane,400612,890.0,4189.0,4123.0,9202.0,0.10707410972088546,35.68299564736201
2025-06-01,Maharashtra,Thane,400701,173.0,0.0,1209.0,1382.0,0.14309346567411083,6.231986348677375
2025-06-01,Maharashtra,Thane,400703,96.0,0.0,822.0,918.0,0.11678832116788321,3.9099266779522983
2025-06-01,Maharashtra,Thane,400705,91.0,0.0,628.0,719.0,0.1449044585987261,3.25433787325067
2025-06-01,Maharashtra,Thane,400706,148.0,1384.0,1221.0,2753.0,0.056813819577735125,9.15716682795573
2025-06-01,Maharashtra,Thane,400708,282.0,0.0,1541.0,1823.0,0.18299805321219986,8.873870867512451
2025-06-01,Maharashtra,Thane,400709,132.0,0.0,1011.0,1143.0,0.13056379821958458,5.019673582453447
2025-06-01,Maharashtra,Thane,401107,646.0,3898.0,2682.0,7226.0,0.09817629179331307,26.996037691157266
2025-06-01,Maharashtra,Thane,401107,646.0,3898.0,2682.0,7226.0,0.09817629179331307,26.996037691157266
2025-06-01,Maharashtra,Thane,421302,1019.0,4593.0,4766.0,10378.0,0.10887915375574314,40.51104726608734
2025-06-01,Maharashtra,Thane,421302,1019.0,4593.0,4766.0,10378.0,0.10887915375574314,40.51104726608734
2025-06-01,Maharashtra,Thane,421501,265.0,0.0,1148.0,1413.0,0.2308362369337979,7.4418198320575195
2025-06-01,Maharashtra,Thane,421503,442.0,0.0,1849.0,2291.0,0.2390481341265549,12.21576470674715
2025-06-01,Manipur,Churachandpur,795128,603.0,0.0,848.0,1451.0,0.7110849056603774,11.659779968830849
2025-06-01,Meghalaya,East Garo Hills,794110,381.0,0.0,192.0,573.0,1.984375,6.339395802502899
2025-06-01,Meghalaya,East Garo Hills,794111,499.0,0.0,168.0,667.0,2.9702380952380953,8.053276497429634
2025-06-01,Meghalaya,East Jaintia Hills,793160,284.0,0.0,63.0,347.0,4.507936507936508,4.485930767242291
2025-06-01,Meghalaya,East Jaintia Hills,793200,534.0,0.0,97.0,631.0,5.505154639175258,8.37066955998007
2025-06-01,Meghalaya,East Khasi Hills,793001,170.0,0.0,159.0,329.0,1.069182389937107,3.047810257396642
2025-06-01,Meghalaya,East Khasi Hills,793002,129.0,0.0,123.0,252.0,1.048780487804878,2.3197662304298703
2025-06-01,Meghalaya,East Khasi Hills,793004,97.0,0.0,91.0,188.0,1.065934065934066,1.7398711334595467
2025-06-01,Meghalaya,East Khasi Hills,793005,170.0,0.0,71.0,241.0,2.3943661971830985,2.7847506953310264
2025-06-01,Meghalaya,East Khasi Hills,793006,106.0,0.0,175.0,281.0,0.6057142857142858,2.127165119879282
2025-06-01,Meghalaya,East Khasi Hills,793015,467.0,0.0,185.0,652.0,2.5243243243243243,7.619857747518573
2025-06-01,Meghalaya,East Khasi Hills,793022,121.0,0.0,36.0,157.0,3.361111111111111,1.9386367129692934
2025-06-01,Meghalaya,East Khasi Hills,793108,169.0,0.0,93.0,262.0,1.8172043010752688,2.8353831772723983
2025-06-01,Meghalaya,East Khasi Hills,793110,507.0,0.0,183.0,690.0,2.7704918032786887,8.21917546410925
2025-06-01,Meghalaya,East Khasi Hills,793111,356.0,0.0,105.0,461.0,3.3904761904761904,5.701015339266787
2025-06-01,Meghalaya,East Khasi Hills,793112,132.0,0.0,0.0,132.0,,1.9974779319041613
2025-06-01,Meghalaya,East Khasi Hills,793113,151.0,0.0,88.0,239.0,1.7159090909090908,2.548053256895376
2025-06-01,Meghalaya,East Khasi Hills,793121,565.0,0.0,84.0,649.0,6.726190476190476,8.800913154137262
2025-06-01,Meghalaya,Ri Bhoi,793102,457.0,0.0,177.0,634.0,2.5819209039548023,7.4446191561259285
2025-06-01,Meghalaya,Ri Bhoi,793103,326.0,0.0,54.0,380.0,6.037037037037037,5.094588108545996
2025-06-01,Meghalaya,South Garo Hills,794102,341.0,0.0,46.0,387.0,7.413043478260869,5.29765973152914
2025-06-01,Meghalaya,South Garo Hills,794107,67.0,0.0,0.0,67.0,,1.0138713745271122
2025-06-01,Meghalaya,South Garo Hills,794114,143.0,0.0,0.0,143.0,,2.1639344262295084
2025-06-01,Meghalaya,South West Garo Hills,794106,91.0,0.0,97.0,188.0,0.9381443298969072,1.667012561241104
2025-06-01,Meghalaya,South West Garo Hills,794115,527.0,0.0,152.0,679.0,3.4671052631578947,8.42915492624586
2025-06-01,Meghalaya,South West Khasi Hills,793106,145.0,0.0,90.0,235.0,1.6111111111111112,2.4632374318557684
2025-06-01,Meghalaya,South West Khasi Hills,793114,239.0,0.0,102.0,341.0,2.343137254901961,3.9215555963722255
2025-06-01,Meghalaya,West Garo Hills,794001,108.0,0.0,217.0,325.0,0.4976958525345622,2.2829810916515703
2025-06-01,Meghalaya,West Garo Hills,794005,468.0,0.0,125.0,593.0,3.744,7.45563136377614
2025-06-01,Meghalaya,West Garo Hills,794103,503.0,0.0,179.0,682.0,2.810055865921788,8.146688576987962
2025-06-01,Meghalaya,West Garo Hills,794104,513.0,0.0,3921.0,4434.0,0.13083397092578425,19.484022676937514
2025-06-01,Meghalaya,West Garo Hills,794105,529.0,0.0,947.0,1476.0,0.5586061246040127,10.835923741602334
2025-06-01,Meghalaya,West Garo Hills,794109,246.0,0.0,421.0,667.0,0.5843230403800475,4.981073368885301
2025-06-01,Meghalaya,West Jaintia Hills,793109,257.0,0.0,90.0,347.0,2.8555555555555556,4.1580671922593
2025-06-01,Meghalaya,West Jaintia Hills,793150,1052.0,0.0,353.0,1405.0,2.9801699716713883,16.974521382400916
2025-06-01,Meghalaya,West Jaintia Hills,793151,534.0,0.0,93.0,627.0,5.741935483870968,8.358712307158905
2025-06-01,Meghalaya,West Khasi Hills,793119,1486.0,0.0,468.0,1954.0,3.175213675213675,23.88575772257307
2025-06-01,Meghalaya,West Khasi Hills,793120,691.0,0.0,214.0,905.0,3.2289719626168223,11.096207351279078
2025-06-01,Mizoram,Champhai,796321,138.0,653.0,418.0,1209.0,0.12885154061624648,4.879535913483577
2025-06-01,Mizoram,Champhai,796321,138.0,653.0,418.0,1209.0,0.12885154061624648,4.879535913483577
2025-06-01,Mizoram,Lawngtlai,796891,173.0,494.0,658.0,1325.0,0.1501736111111111,5.751206964747089
2025-06-01,Mizoram,Lawngtlai,796891,173.0,494.0,658.0,1325.0,0.1501736111111111,5.751206964747089
2025-06-01,Nagaland,Dimapur,797112,377.0,0.0,1399.0,1776.0,0.2694781987133667,9.88696720698911
2025-06-01,Nagaland,Mon,798621,174.0,0.0,524.0,698.0,0.3320610687022901,4.199439211628014
2025-06-01,Nagaland,Peren,797110,188.0,0.0,363.0,551.0,0.5179063360881543,3.930013505626591
2025-06-01,Punjab,Hoshiarpur,146001,313.0,1380.0,2390.0,4083.0,0.0830238726790451,15.139077394459388
2025-06-01,Punjab,Hoshiarpur,146001,313.0,1380.0,2390.0,4083.0,0.0830238726790451,15.139077394459388
2025-06-01,Punjab,Kapurthala,144401,117.0,0.0,1329.0,1446.0,0.08803611738148984,5.74328905311054
2025-06-01,Punjab,Kapurthala,144601,200.0,0.0,1457.0,1657.0,0.13726835964310227,7.381911055115414
2025-06-01,Punjab,Ludhiana,141001,372.0,2164.0,1908.0,4444.0,0.09135559921414538,16.44206166635319
2025-06-01,Punjab,Ludhiana,141003,339.0,0.0,1799.0,2138.0,0.18843802112284602,10.507660963254347
2025-06-01,Punjab,Ludhiana,141007,433.0,0.0,2067.0,2500.0,0.20948234155781326,12.731243308325322
2025-06-01,Punjab,Ludhiana,141008,431.0,0.0,2408.0,2839.0,0.17898671096345514,13.720334294179521
2025-06-01,Punjab,Ludhiana,141012,70.0,0.0,333.0,403.0,0.21021021021021022,2.0547098976141385
2025-06-01,Punjab,Ludhiana,141015,185.0,0.0,858.0,1043.0,0.21561771561771562,5.364326316520583
2025-06-01,Punjab,S.A.S Nagar,140301,282.0,0.0,0.0,282.0,,4.26733921815889
2025-06-01,Rajasthan,Alwar,301001,923.0,0.0,2828.0,3751.0,0.32637906647807635,22.420990859317286
2025-06-01,Rajasthan,Barmer,344702,953.0,0.0,2151.0,3104.0,0.44304974430497446,20.851198076586165
2025-06-01,Rajasthan,Bhilwara,311001,464.0,0.0,1393.0,1857.0,0.3330940416367552,11.18555087378511
2025-06-01,Rajasthan,Bhilwara,311603,103.0,0.0,256.0,359.0,0.40234375,2.3239022637827644
2025-06-01,Rajasthan,Bikaner,331803,475.0,0.0,1374.0,1849.0,0.3457059679767103,11.295210417209924
2025-06-01,Rajasthan,Bikaner,334001,818.0,2771.0,2999.0,6588.0,0.1417677642980936,27.88558137644642
2025-06-01,Rajasthan,Churu,331403,535.0,0.0,1358.0,1893.0,0.3939617083946981,12.15532592042716
2025-06-01,Rajasthan,Jaisalmer,345028,134.0,0.0,241.0,375.0,0.5560165975103735,2.7481672315293757
2025-06-01,Rajasthan,Jodhpur,342001,751.0,2705.0,2944.0,6400.0,0.1329438838732519,26.551472017158222
2025-06-01,Rajasthan,Nagaur,341001,927.0,0.0,3023.0,3950.0,0.30664902414819717,23.064436568649175
2025-06-01,Rajasthan,Sirohi,307026,533.0,0.0,1661.0,2194.0,0.320891029500301,13.030823004480297
2025-06-01,Tamil Nadu,Kallakurichi,605801,75.0,0.0,0.0,75.0,,1.1349306431273642
2025-06-01,Tamil Nadu,Kallakurichi,606401,168.0,0.0,0.0,168.0,,2.5422446406052965
2025-06-01,Tamil Nadu,Kanchipuram,631502,351.0,0.0,0.0,351.0,,5.311475409836065
2025-06-01,Tamil Nadu,Madurai,625106,88.0,0.0,566.0,654.0,0.15547703180212014,3.023603228797528
2025-06-01,Tamil Nadu,Ramanathapuram,623517,109.0,0.0,716.0,825.0,0.15223463687150837,3.789780789666853
2025-06-01,Tamil Nadu,Salem,636002,68.0,0.0,391.0,459.0,0.17391304347826086,2.1978252463709578
2025-06-01,Tamil Nadu,Salem,636006,122.0,0.0,846.0,968.0,0.14420803782505912,4.375112817830104
2025-06-01,Tamil Nadu,Salem,636010,117.0,0.0,633.0,750.0,0.1848341232227488,3.6627270622279453
2025-06-01,Tamil Nadu,Salem,636015,125.0,0.0,669.0,794.0,0.18684603886397608,3.8914016062186767
2025-06-01,Tamil Nadu,Sivaganga,630302,93.0,0.0,365.0,458.0,0.2547945205479452,2.4984133174091774
2025-06-01,Tamil Nadu,Vellore,632001,137.0,0.0,732.0,869.0,0.1871584699453552,4.261317241052392
2025-06-01,Tamil Nadu,Vellore,632602,138.0,0.0,631.0,769.0,0.21870047543581617,3.9745290158930247
2025-06-01,Tamil Nadu,Vellore,635810,235.0,0.0,506.0,741.0,0.4644268774703557,5.068708497009697
2025-06-01,Telangana,Hyderabad,500008,645.0,0.0,1123.0,1768.0,0.5743544078361532,13.117402260437222
2025-06-01,Telangana,Hyderabad,500028,484.0,1610.0,956.0,3050.0,0.18862042088854247,13.983073282707167
2025-06-01,Telangana,Hyderabad,500028,484.0,1610.0,956.0,3050.0,0.18862042088854247,13.983073282707167
2025-06-01,Telangana,Hyderabad,500032,89.0,0.0,0.0,89.0,,1.3467843631778058
2025-06-01,Telangana,Medchal Malkajgiri,500072,298.0,0.0,0.0,298.0,,4.509457755359395
2025-06-01,Tripura,Dhalai,799275,99.0,0.0,794.0,893.0,0.12468513853904283,3.8716231339292424
2025-06-01,Tripura,Dhalai,799289,68.0,0.0,620.0,688.0,0.10967741935483871,2.882377970382616
2025-06-01,Uttar Pradesh,Agra,282001,1166.0,0.0,2711.0,3877.0,0.4300995942456658,25.748416498030892
2025-06-01,Uttar Pradesh,Agra,282002,346.0,0.0,861.0,1207.0,0.40185830429732866,7.809612036716532
2025-06-01,Uttar Pradesh,Agra,282003,196.0,0.0,518.0,714.0,0.3783783783783784,4.514416321046961
2025-06-01,Uttar Pradesh,Agra,282005,337.0,0.0,812.0,1149.0,0.41502463054187194,7.5269440124819855
2025-06-01,Uttar Pradesh,Agra,282006,539.0,0.0,1426.0,1965.0,0.37798036465638146,12.419128852687077
2025-06-01,Uttar Pradesh,Agra,282007,527.0,0.0,1229.0,1756.0,0.4288039056143206,11.648645248344357
2025-06-01,Uttar Pradesh,Agra,282010,364.0,0.0,897.0,1261.0,0.4057971014492754,8.189610666457577
2025-06-01,Uttar Pradesh,Agra,283201,314.0,0.0,799.0,1113.0,0.392991239048811,7.140037543587476
2025-06-01,Uttar Pradesh,Aligarh,202001,1493.0,0.0,6361.0,7854.0,0.23471152334538595,41.60770730137865
2025-06-01,Uttar Pradesh,Aligarh,202122,141.0,0.0,290.0,431.0,0.4862068965517241,3.0005704386138596
2025-06-01,Uttar Pradesh,Aligarh,202126,151.0,0.0,323.0,474.0,0.4674922600619195,3.2505418601387808
2025-06-01,Uttar Pradesh,Aligarh,202136,96.0,0.0,207.0,303.0,0.463768115942029,2.071499056698281
2025-06-01,Uttar Pradesh,Aligarh,202155,113.0,0.0,316.0,429.0,0.3575949367088608,2.654585141850545
2025-06-01,Uttar Pradesh,Aligarh,250611,467.0,0.0,0.0,467.0,,7.066834804539722
2025-06-01,Uttar Pradesh,Aligarh,262907,174.0,0.0,0.0,174.0,,2.633039092055485
2025-06-01,Uttar Pradesh,Amroha,244221,579.0,0.0,1969.0,2548.0,0.2940578974098527,14.647622266161397
2025-06-01,Uttar Pradesh,Ayodhya,224188,82.0,0.0,0.0,82.0,,1.240857503152585
2025-06-01,Uttar Pradesh,Azamgarh,276001,452.0,0.0,1067.0,1519.0,0.42361761949390814,10.029445865959836
2025-06-01,Uttar Pradesh,Baghpat,250101,244.0,0.0,798.0,1042.0,0.3057644110275689,6.077779630129978
2025-06-01,Uttar Pradesh,Bahraich,271801,696.0,0.0,1333.0,2029.0,0.5221305326331583,14.516910870874957
2025-06-01,Uttar Pradesh,Bahraich,271825,181.0,0.0,772.0,953.0,0.2344559585492228,5.0467157465654235
2025-06-01,Uttar Pradesh,Bahraich,271830,382.0,0.0,600.0,982.0,0.6366666666666667,7.5741679988366934
2025-06-01,Uttar Pradesh,Bahraich,271841,200.0,0.0,151.0,351.0,1.3245033112582782,3.477868009005259
2025-06-01,Uttar Pradesh,Bahraich,271855,796.0,0.0,1022.0,1818.0,0.7788649706457925,15.100475321532583
2025-06-01,Uttar Pradesh,Bahraich,271865,794.0,0.0,1061.0,1855.0,0.7483506126295947,15.186793719388872
2025-06-01,Uttar Pradesh,Bahraich,271881,271.0,0.0,185.0,456.0,1.4648648648648648,4.653905666812394
2025-06-01,Uttar Pradesh,Bahraich,271902,456.0,0.0,1042.0,1498.0,0.43761996161228406,10.015242670127686
2025-06-01,Uttar Pradesh,Bahraich,271903,293.0,0.0,1087.0,1380.0,0.26954921803127874,7.683179166635645
2025-06-01,Uttar Pradesh,Balrampur,271604,663.0,0.0,1661.0,2324.0,0.399157134256472,14.998036119234392
2025-06-01,Uttar Pradesh,Banda,210001,787.0,0.0,1971.0,2758.0,0.39928970065956365,17.80114187617854
2025-06-01,Uttar Pradesh,Bareilly,243001,688.0,3615.0,1876.0,6179.0,0.12529593880896012,24.55405044349502
2025-06-01,Uttar Pradesh,Bareilly,243001,688.0,3615.0,1876.0,6179.0,0.12529593880896012,24.55405044349502
2025-06-01,Uttar Pradesh,Bareilly,243201,550.0,0.0,1673.0,2223.0,0.328750747160789,13.323945708719323
2025-06-01,Uttar Pradesh,Bareilly,243202,254.0,0.0,779.0,1033.0,0.32605905006418484,6.172306764979762
2025-06-01,Uttar Pradesh,Bareilly,243503,641.0,0.0,2709.0,3350.0,0.23661867847914358,17.797923369728753
2025-06-01,Uttar Pradesh,Bareilly,243505,382.0,0.0,1203.0,1585.0,0.3175394846217789,9.376723861627218
2025-06-01,Uttar Pradesh,Budaun,243601,575.0,0.0,2010.0,2585.0,0.2860696517412935,14.709654473278205
2025-06-01,Uttar Pradesh,Bulandshahr,203205,477.0,0.0,1243.0,1720.0,0.3837489943684634,10.933875204466856
2025-06-01,Uttar Pradesh,Chandauli,232101,467.0,0.0,1215.0,1682.0,0.38436213991769547,10.698850348968389
2025-06-01,Uttar Pradesh,Farrukhabad,209739,186.0,0.0,265.0,451.0,0.7018867924528301,3.606795994358001
2025-06-01,Uttar Pradesh,Fatehpur,212601,609.0,0.0,1754.0,2363.0,0.34720638540478904,14.45889218427476
2025-06-01,Uttar Pradesh,Firozabad,283203,1926.0,0.0,4479.0,6405.0,0.43000669792364365,42.534152762009484
2025-06-01,Uttar Pradesh,Firozabad,283204,472.0,0.0,1679.0,2151.0,0.281119714115545,12.161553719098611
2025-06-01,Uttar Pradesh,Gautam Buddha Nagar,201301,1052.0,0.0,2907.0,3959.0,0.36188510491916065,24.609227308714345
2025-06-01,Uttar Pradesh,Gautam Buddha Nagar,201306,534.0,0.0,1000.0,1534.0,0.534,11.07001938435792
2025-06-01,Uttar Pradesh,Gautam Buddha Nagar,201310,323.0,0.0,619.0,942.0,0.5218093699515347,6.738152843810365
2025-06-01,Uttar Pradesh,Ghaziabad,201001,969.0,3886.0,3472.0,8327.0,0.13169339494427834,34.21703113698694
2025-06-01,Uttar Pradesh,Ghaziabad,201001,969.0,3886.0,3472.0,8327.0,0.13169339494427834,34.21703113698694
2025-06-01,Uttar Pradesh,Ghaziabad,201005,420.0,0.0,1425.0,1845.0,0.29473684210526313,10.615382919053037
2025-06-01,Uttar Pradesh,Ghaziabad,201102,1091.0,5816.0,3358.0,10265.0,0.11892304338347504,40.279126214817055
2025-06-01,Uttar Pradesh,Gorakhpur,273001,333.0,0.0,789.0,1122.0,0.4220532319391635,7.397660174460164
2025-06-01,Uttar Pradesh,Gorakhpur,273008,178.0,0.0,391.0,569.0,0.45524296675191817,3.862390189624426
2025-06-01,Uttar Pradesh,Gorakhpur,273015,315.0,0.0,866.0,1181.0,0.36374133949191684,7.3554539369170095
2025-06-01,Uttar Pradesh,Hardoi,241001,1161.0,0.0,2746.0,3907.0,0.4227967953386744,25.77738041734092
2025-06-01,Uttar Pradesh,Hardoi,241124,708.0,0.0,854.0,1562.0,0.8290398126463701,13.266618748440905
2025-06-01,Uttar Pradesh,Hardoi,241404,399.0,0.0,703.0,1102.0,0.5675675675675675,8.139318204757211
2025-06-01,Uttar Pradesh,Hardoi,241406,267.0,0.0,772.0,1039.0,0.34585492227979275,6.348102884018135
2025-06-01,Uttar Pradesh,Hathras,204101,468.0,0.0,1764.0,2232.0,0.2653061224489796,12.355115707248226
2025-06-01,Uttar Pradesh,Jalaun,285001,521.0,0.0,1637.0,2158.0,0.3182651191203421,12.777490584652929
2025-06-01,Uttar Pradesh,Kanpur Nagar,208001,856.0,0.0,2574.0,3430.0,0.33255633255633255,20.647833930646236
2025-06-01,Uttar Pradesh,Kanpur Nagar,209402,127.0,0.0,428.0,555.0,0.2967289719626168,3.2012419408935884
2025-06-01,Uttar Pradesh,Kheri,261121,361.0,0.0,0.0,361.0,,5.46279949558638
2025-06-01,Uttar Pradesh,Kheri,262804,275.0,0.0,1126.0,1401.0,0.24422735346358793,7.527379027291431
2025-06-01,Uttar Pradesh,Kheri,262903,246.0,0.0,405.0,651.0,0.6074074074074074,4.933244357600644
2025-06-01,Uttar Pradesh,Lucknow,226005,223.0,0.0,523.0,746.0,0.42638623326959846,4.937937918599268
2025-06-01,Uttar Pradesh,Maharajganj,273164,345.0,0.0,706.0,1051.0,0.4886685552407932,7.331136081321382
2025-06-01,Uttar Pradesh,Maharajganj,273305,143.0,0.0,392.0,535.0,0.3647959183673469,3.335745202703613
2025-06-01,Uttar Pradesh,Mainpuri,205001,783.0,0.0,1435.0,2218.0,0.5456445993031359,16.138340363842392
2025-06-01,Uttar Pradesh,Mathura,272153,861.0,0.0,0.0,861.0,,13.029003783102144
2025-06-01,Uttar Pradesh,Mathura,281004,392.0,0.0,1112.0,1504.0,0.35251798561151076,9.256020445696045
2025-06-01,Uttar Pradesh,Mathura,281121,136.0,0.0,412.0,548.0,0.3300970873786408,3.2896046067842146
2025-06-01,Uttar Pradesh,Meerut,245206,257.0,0.0,717.0,974.0,0.3584379358437936,6.0323665719768105
2025-06-01,Uttar Pradesh,Moradabad,244001,1826.0,11385.0,6685.0,19896.0,0.10105146651909241,74.49528017146629
2025-06-01,Uttar Pradesh,Moradabad,244001,1826.0,11385.0,6685.0,19896.0,0.10105146651909241,74.49528017146629
2025-06-01,Uttar Pradesh,Pilibhit,262001,887.0,0.0,3098.0,3985.0,0.28631375080697224,22.683338716044744
2025-06-01,Uttar Pradesh,Pilibhit,262201,792.0,0.0,2661.0,3453.0,0.2976324689966178,19.939430030704543
2025-06-01,Uttar Pradesh,Rampur,244901,1466.0,9433.0,3781.0,14680.0,0.11094293930679583,55.757982679720165
2025-06-01,Uttar Pradesh,Rampur,244901,1466.0,9433.0,3781.0,14680.0,0.11094293930679583,55.757982679720165
2025-06-01,Uttar Pradesh,Saharanpur,247001,1528.0,0.0,6278.0,7806.0,0.2433896145269194,41.889228605465604
2025-06-01,Uttar Pradesh,Shahjahanpur,242001,970.0,10352.0,3248.0,14570.0,0.0713235294117647,48.82875972496314
2025-06-01,Uttar Pradesh,Shahjahanpur,242001,970.0,10352.0,3248.0,14570.0,0.0713235294117647,48.82875972496314
2025-06-01,Uttar Pradesh,Shahjahanpur,242042,325.0,0.0,526.0,851.0,0.6178707224334601,6.490411532868355
2025-06-01,Uttar Pradesh,Shahjahanpur,242127,414.0,0.0,786.0,1200.0,0.5267175572519084,8.614417329421844
2025-06-01,Uttar Pradesh,Shravasti,271803,173.0,0.0,0.0,173.0,,2.617906683480454
2025-06-01,Uttar Pradesh,Shravasti,271831,766.0,0.0,0.0,766.0,,11.591424968474149
2025-06-01,Uttar Pradesh,Siddharth Nagar,272192,393.0,0.0,0.0,393.0,,5.9470365699873895
2025-06-01,Uttar Pradesh,Sitapur,261135,523.0,0.0,1531.0,2054.0,0.34160679294578705,12.49088820204214
2025-06-01,Uttar Pradesh,Sitapur,261201,757.0,0.0,2206.0,2963.0,0.34315503173164097,18.049658222170994
2025-06-01,Uttar Pradesh,Sitapur,261205,503.0,0.0,1774.0,2277.0,0.2835400225479143,12.91464313942724
2025-06-01,Uttar Pradesh,Sitapur,261207,254.0,0.0,409.0,663.0,0.6210268948655256,5.066260879022061
2025-06-01,Uttar Pradesh,Sitapur,261208,182.0,0.0,585.0,767.0,0.3111111111111111,4.502846585751022
2025-06-01,Uttar Pradesh,Sultanpur,228001,363.0,0.0,894.0,1257.0,0.40604026845637586,8.165510318266673
2025-06-01,Uttar Pradesh,Unnao,209801,1145.0,0.0,3146.0,4291.0,0.3639542275905912,26.73098716225685
2025-06-01,Uttar Pradesh,Unnao,209821,301.0,0.0,816.0,1117.0,0.36887254901960786,6.994134556602013
2025-06-01,Uttar Pradesh,Varanasi,221001,914.0,0.0,2395.0,3309.0,0.3816283924843424,20.99042656425096
2025-06-01,Uttarakhand,Dehradun,248001,294.0,3652.0,2788.0,6734.0,0.04565217391304348,21.405491972754927
2025-06-01,West Bengal,24 Paraganas North,700110,121.0,0.0,0.0,121.0,,1.8310214375788145
2025-06-01,West Bengal,24 Paraganas North,700125,161.0,0.0,0.0,161.0,,2.4363177805800755
2025-06-01,West Bengal,24 Paraganas North,700129,67.0,0.0,0.0,67.0,,1.0138713745271122
2025-06-01,West Bengal,24 Paraganas North,743127,147.0,0.0,0.0,147.0,,2.224464060529634
2025-06-01,West Bengal,24 Paraganas North,743248,77.0,0.0,0.0,77.0,,1.1651954602774275
2025-06-01,West Bengal,24 Paraganas North,743263,182.0,0.0,0.0,182.0,,2.7540983606557377
2025-06-01,West Bengal,24 Paraganas North,743287,68.0,0.0,0.0,68.0,,1.0290037831021437
2025-06-01,West Bengal,24 Paraganas North,743423,227.0,0.0,0.0,227.0,,3.4350567465321564
2025-06-01,West Bengal,Alipurduar,735211,224.0,0.0,123.0,347.0,1.8211382113821137,3.7573450450578654
2025-06-01,West Bengal,Alipurduar,735217,72.0,0.0,0.0,72.0,,1.08953341740227
2025-06-01,West Bengal,Alipurduar,736182,100.0,0.0,44.0,144.0,2.272727272727273,1.6447706385359604
2025-06-01,West Bengal,Alipurduar,736202,116.0,0.0,86.0,202.0,1.3488372093023255,2.0124403303586904
2025-06-01,West Bengal,Alipurduar,736206,121.0,0.0,94.0,215.0,1.2872340425531914,2.1120168788761764
